filename,width,height,class,xmin,ymin,xmax,ymax
Screenshot-2023-12-12-120023_png.rf.46431cc6689db16a2409333f2b152ff6.jpg,640,640,Dining table,230,167,321,274
Screenshot-2023-12-12-120023_png.rf.46431cc6689db16a2409333f2b152ff6.jpg,640,640,Bed,532,163,618,253
Screenshot-2023-12-12-120023_png.rf.46431cc6689db16a2409333f2b152ff6.jpg,640,640,Bed,350,95,433,184
Screenshot-2023-12-12-120023_png.rf.46431cc6689db16a2409333f2b152ff6.jpg,640,640,Sofa,285,300,375,338
Screenshot-2023-12-12-120023_png.rf.46431cc6689db16a2409333f2b152ff6.jpg,640,640,Sofa,263,348,292,416
Screenshot-2023-12-12-120023_png.rf.46431cc6689db16a2409333f2b152ff6.jpg,640,640,Sofa,372,348,400,416
Screenshot-2023-12-12-120023_png.rf.46431cc6689db16a2409333f2b152ff6.jpg,640,640,Bed,46,355,136,434
Screenshot-2023-12-12-120023_png.rf.46431cc6689db16a2409333f2b152ff6.jpg,640,640,Balcony,217,44,345,141
Screenshot-2023-12-12-120023_png.rf.46431cc6689db16a2409333f2b152ff6.jpg,640,640,Living Room,337,241,482,301
Screenshot-2023-12-12-120023_png.rf.46431cc6689db16a2409333f2b152ff6.jpg,640,640,door,143,204,180,249
Screenshot-2023-12-12-120023_png.rf.46431cc6689db16a2409333f2b152ff6.jpg,640,640,door,169,302,212,347
Screenshot-2023-12-12-120023_png.rf.46431cc6689db16a2409333f2b152ff6.jpg,640,640,door,410,311,442,336
Screenshot-2023-12-12-120023_png.rf.46431cc6689db16a2409333f2b152ff6.jpg,640,640,door,481,260,515,299
Screenshot-2023-12-12-120023_png.rf.46431cc6689db16a2409333f2b152ff6.jpg,640,640,door,438,203,473,243
Screenshot-2023-12-12-120023_png.rf.46431cc6689db16a2409333f2b152ff6.jpg,640,640,door,240,549,286,595
Screenshot-2023-12-12-120023_png.rf.46431cc6689db16a2409333f2b152ff6.jpg,640,640,door,108,490,136,519
Screenshot-2023-12-12-120023_png.rf.46431cc6689db16a2409333f2b152ff6.jpg,640,640,tv,257,463,401,475
Screenshot-2023-12-12-120023_png.rf.46431cc6689db16a2409333f2b152ff6.jpg,640,640,Wardrobe,411,39,478,71
Screenshot-2023-12-12-120023_png.rf.46431cc6689db16a2409333f2b152ff6.jpg,640,640,Wardrobe,549,94,618,123
Screenshot-2023-12-12-120023_png.rf.46431cc6689db16a2409333f2b152ff6.jpg,640,640,tv,195,353,215,436
Screenshot-2023-12-12-120023_png.rf.46431cc6689db16a2409333f2b152ff6.jpg,640,640,tv,480,162,496,244
Screenshot-2023-12-12-120023_png.rf.46431cc6689db16a2409333f2b152ff6.jpg,640,640,tv,465,93,482,179
Screenshot-2023-12-12-120023_png.rf.46431cc6689db16a2409333f2b152ff6.jpg,640,640,stove,180,104,210,139
Screenshot-2023-12-12-120023_png.rf.46431cc6689db16a2409333f2b152ff6.jpg,640,640,sink,180,58,209,93
Screenshot-2023-12-12-120023_png.rf.46431cc6689db16a2409333f2b152ff6.jpg,640,640,sink,66,482,95,524
Screenshot-2023-12-12-120023_png.rf.46431cc6689db16a2409333f2b152ff6.jpg,640,640,sink,409,351,439,379
Screenshot-2023-12-12-120023_png.rf.46431cc6689db16a2409333f2b152ff6.jpg,640,640,commode,447,343,467,376
Screenshot-2023-12-12-120023_png.rf.46431cc6689db16a2409333f2b152ff6.jpg,640,640,commode,71,534,102,557
Screenshot-2023-12-12-120023_png.rf.46431cc6689db16a2409333f2b152ff6.jpg,640,640,kitchen-slab,109,38,141,157
Screenshot-2023-12-12-120023_png.rf.46431cc6689db16a2409333f2b152ff6.jpg,640,640,kitchen-slab,180,43,211,159
Screenshot-2023-12-12-120023_png.rf.46431cc6689db16a2409333f2b152ff6.jpg,640,640,Foyer,216,486,282,610
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,Kitchen,86,73,235,176
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,utility,86,179,134,260
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,Balcony,136,493,236,580
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,toilet,308,304,381,376
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,Bedroom,287,377,380,545
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,Living Room,139,287,236,488
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,toilet,38,223,83,342
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,Bedroom,288,72,429,216
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,utility,384,222,428,266
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,Balcony,83,548,132,587
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,Bedroom,37,343,132,542
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,Foyer,242,128,283,429
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,Dining table,168,196,234,265
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,Balcony,237,548,284,586
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,toilet,321,223,382,295
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,Wardrobe,289,73,305,170
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,Wardrobe,85,267,127,296
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,Bed,371,105,428,183
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,Bed,75,399,132,468
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,Sofa,169,348,191,378
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,Sofa,193,346,216,374
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,Sofa,212,383,229,478
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,Sofa,194,453,231,478
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,tv,140,407,148,479
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,Dining Room,132,169,243,293
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,kitchen-slab,85,71,104,178
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,kitchen-slab,86,74,213,101
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,stove,149,74,171,103
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,sink,89,191,102,223
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,sink,360,304,378,324
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,sink,308,264,320,293
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,wash,283,218,323,297
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,walkin,82,266,132,339
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,door,252,128,283,176
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,door,285,174,311,216
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,door,320,219,347,264
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,door,281,375,314,425
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,door,53,303,83,351
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,door,109,296,140,347
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,door,149,484,223,498
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,door,84,537,133,558
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,door,355,339,382,381
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,Bed,321,423,381,497
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,Wardrobe,292,515,333,541
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,study,237,432,284,542
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,Wardrobe,38,514,87,542
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,fridge,214,75,234,103
Engrace-2-BA-4_JPG.rf.aa6ea584efa41c72841b27f37c04d17b.jpg,640,640,washing-machine,86,225,104,261
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,utility,242,485,293,554
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,Bedroom,62,490,188,621
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,toilet,190,558,265,621
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,Balcony,36,218,95,481
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,Kitchen,286,329,358,557
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,Living Room,97,352,209,483
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,Foyer,263,221,313,322
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,Dining table,212,384,280,447
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,Dining Room,207,357,290,479
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,toilet,169,78,215,150
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,Bedroom,62,80,168,216
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,toilet,219,78,265,174
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,Bedroom,268,26,361,217
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,balcoa,34,106,60,190
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,wash,168,156,217,214
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,study,97,222,263,350
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,Balcony,15,543,63,624
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,dress,186,484,240,553
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,Wardrobe,219,488,240,558
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,Wardrobe,65,486,81,555
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,Wardrobe,144,79,166,178
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,Wardrobe,297,190,361,217
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,Sofa,104,353,122,398
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,Sofa,104,351,166,375
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,tv,120,463,164,486
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,Foyer,261,222,315,321
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,door,282,278,315,327
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,door,134,172,167,211
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,door,259,166,298,218
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,door,89,360,104,459
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,door,89,250,104,310
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,door,238,110,270,144
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,door,168,114,195,155
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,door,58,556,66,620
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,door,193,486,217,530
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,door,186,553,215,590
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,Wardrobe,264,221,315,247
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,Bed,80,134,126,217
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,Bed,301,86,360,150
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,Bed,110,544,158,620
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,kitchen-slab,289,329,360,356
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,kitchen-slab,340,329,360,555
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,kitchen-slab,265,529,361,558
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,stove,340,407,358,432
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,sink,263,531,298,557
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,sink,192,598,209,621
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,sink,217,114,234,138
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,sink,193,154,211,175
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,commode,194,125,208,146
Engrace-2-BC-5_JPG.rf.dbc2b8cade50dc93f46292aa8c13027d.jpg,640,640,commode,245,83,261,107
